donor_id,Last_Transaction,Frequency,Monetary,Recency,donor_segment,tangga_donatur_keterangan,dominant_program,affinity_score
G23919,26-03-23 5:33,1,10000,646,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G23920,26-03-23 5:41,1,20000,646,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G23921,26-03-23 5:59,1,50000,646,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G23922,26-03-23 6:11,1,25000,646,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G23923,26-03-23 7:53,1,10000,646,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G23925,26-03-23 11:09,1,30000,646,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G23926,26-03-23 11:48,1,50000,646,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Sedekah/Infaq,100
G23927,26-03-23 12:11,1,30000,646,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G23928,26-03-23 13:49,1,15000,646,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G23929,26-03-23 14:59,1,20000,646,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G23930,26-03-23 15:00,1,100000,646,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G23931,26-03-23 15:29,1,50000,646,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G23932,28-10-23 6:52,2,350000,430,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Sedekah/Infaq,50
G23935,26-03-23 16:38,1,20000,646,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G23936,26-03-23 16:53,1,20000,646,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G23938,26-03-23 17:14,1,50000,646,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G23939,26-03-23 17:18,1,100000,646,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Zakat,100
G23941,26-03-23 18:06,1,20000,646,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G23942,26-03-23 18:21,1,20000,646,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G23944,01-04-23 11:25,2,800000,640,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Yatim & Pendidikan,100
G23945,26-03-23 19:25,1,10000,646,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G23946,26-03-23 20:03,1,25000,646,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G23947,26-03-23 20:30,1,100000,646,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G23949,26-03-23 20:35,1,50000,646,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G23950,26-03-23 20:43,1,20000,646,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G23951,26-03-23 20:44,1,10000,646,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G23952,26-03-23 20:54,1,200000,646,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G23953,26-03-23 21:38,1,20000,646,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G23954,26-03-23 21:41,1,10000,646,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G23956,11-07-23 14:50,4,400000,539,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Sedekah/Infaq,50
G23957,27-03-23 1:20,1,500000,645,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Yatim & Pendidikan,100
G23958,27-03-23 1:42,1,10000,645,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G23959,27-03-23 3:33,1,100000,645,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G23960,27-03-23 4:11,1,25000,645,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G23961,27-03-23 4:19,1,25000,645,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G23963,27-03-23 4:51,1,10000,645,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G23964,27-03-23 4:52,1,10000,645,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G23965,27-03-23 4:58,1,1000000,645,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Zakat,100
G23967,27-03-23 7:01,1,20000,645,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G23968,27-03-23 9:10,1,100000,645,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Sedekah/Infaq,100
G23969,27-03-23 9:23,1,20000,645,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G23970,11-04-23 9:07,2,450000,630,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Sedekah/Infaq,50
G23971,29-11-24 12:55,7,5650000,32,Active Donor (Mulai Aktif),Donatur mulai punya kebiasaan berdonasi. Perlu diberikan edukasi & reminder konsisten.,Zakat,100
G23973,27-03-23 11:00,1,100000,645,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G23974,27-03-23 12:02,1,20000,645,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G23975,27-03-23 12:46,1,100000,645,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G23976,27-03-23 14:57,1,10000,645,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G23977,27-03-23 15:58,1,10000,645,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G23978,27-03-23 16:11,1,10000,645,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G23979,27-03-23 17:32,1,30000,645,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G23980,28-03-23 17:08,1,25000,644,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G23981,27-05-23 15:20,3,500000,584,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Yatim & Pendidikan,100
G23983,25-06-23 17:45,5,1865000,555,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Sedekah/Infaq,60
G23984,04-11-23 13:21,5,75000,423,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Yatim & Pendidikan,80
G23985,28-03-23 5:30,2,170000,644,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Sedekah/Infaq,100
G23986,27-03-23 21:45,1,10000,645,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G23987,28-03-23 0:13,1,15000,644,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G23988,28-03-23 1:24,1,20000,644,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G23989,28-03-23 4:47,1,5000,644,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G23990,28-03-23 5:00,1,100000,644,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G23991,28-03-23 5:20,1,25000,644,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G23992,28-03-23 5:27,1,10000,644,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G23994,28-03-23 5:28,1,10000,644,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G23995,28-09-23 5:39,13,260000,460,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Donasi Umum/Lainnya,69.23076923076923
G23996,28-03-23 7:11,1,10000,644,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G23997,28-03-23 7:52,1,20000,644,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Sedekah/Infaq,100
G23999,28-03-23 8:37,1,20000,644,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G24001,28-03-23 10:42,1,200000,644,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Zakat,100
G24002,28-03-23 10:55,1,10000,644,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G24004,28-03-23 14:55,1,10009,644,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G24007,28-03-23 15:52,1,10000,644,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G24008,28-03-23 16:13,1,200000,644,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G24009,28-03-23 16:30,1,25000,644,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G24010,28-03-23 18:47,1,50000,644,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G24011,28-03-23 19:20,1,100000,644,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G24012,28-03-23 19:47,1,10000,644,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G24014,28-03-23 20:44,1,100000,644,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G24015,28-03-23 21:01,1,10000,644,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G24017,28-03-23 22:09,1,50000,644,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Sedekah/Infaq,100
G24018,20-04-23 5:37,2,20000,621,Dormant Donor (Tidur),Donatur yang pernah aktif tapi sudah lama tidak donasi. Target utama untuk kampanye reaktivasi.,Donasi Umum/Lainnya,50
G24019,28-03-23 22:17,1,30000,644,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G24020,29-03-23 13:41,1,50000,643,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G24021,29-03-23 0:21,1,10000,643,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G24022,29-03-23 0:38,1,20000,643,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G24023,29-03-23 4:37,1,100000,643,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G24025,29-03-23 4:54,1,50000,643,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G24026,29-03-23 13:36,1,50000,643,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G24027,29-03-23 5:26,1,100000,643,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G24028,29-03-23 5:37,1,50000,643,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G24029,29-03-23 6:09,1,50000,643,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G24030,29-03-23 6:15,1,50000,643,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
G24031,29-03-23 6:34,1,50000,643,Lost Donor (Hilang),Donatur yang hanya pernah sekali dan tidak aktif lagi. Butuh campaign pengingat / storytelling untuk mengembalikan ketertarikan.,Yatim & Pendidikan,100
